precision,recall,kappa,f1-score,auc,last_precision,last_recall,last_kappa,last_f1-score,last_auc,precision_pred_0_with_drift,precision_pred_0_without_drift,recall_pred_0_with_drift,recall_pred_0_without_drift,kappa_pred_0_with_drift,kappa_pred_0_without_drift,f1-score_pred_0_with_drift,f1-score_pred_0_without_drift,auc_pred_0_with_drift,auc_pred_0_without_drift
0.7777777777777778,0.9402985074626866,0.4424733907754689,0.8513513513513513,0.6974219810040707,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7525773195876289,0.9605263157894736,0.0,0.8439306358381503,0.4802631578947368,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7272727272727273,0.9863013698630136,0.0,0.8372093023255814,0.4931506849315068,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7551020408163265,1.0,0.1097922848664688,0.8604651162790697,0.5384615384615384,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6288659793814433,1.0,0.0922844175491678,0.7721518987341772,0.5384615384615384,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5434782608695652,1.0,0.16,0.704225352112676,0.58,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4838709677419355,1.0,0.1160220994475137,0.6521739130434783,0.5636363636363636,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4157303370786517,1.0,0.1353508480212837,0.5873015873015873,0.5873015873015873,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6125,1.0,0.3873517786561264,0.7596899224806202,0.696078431372549,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5595238095238095,0.9791666666666666,0.2601246105919003,0.712121212121212,0.6338141025641025,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5875,0.9791666666666666,0.3359375,0.7343750000000001,0.6722756410256411,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5476190476190477,0.92,0.16,0.6865671641791046,0.5800000000000001,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5324675324675324,0.8541666666666666,0.158183241973375,0.656,0.5809294871794872,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6506024096385542,0.8852459016393442,0.1576977070659803,0.75,0.5708280790248004,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72,0.9,0.4,0.7999999999999999,0.6875000000000001,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
